Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-02-04,Dog-Stick-Ridge,5.8,,https://www.mountainproject.com/route/111846162/dog-stick-ridge,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.6,-1,Follow,,Trad,,150,2100
2024-02-04,Alphonse,5.8,,https://www.mountainproject.com/route/105815363/alphonse,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.3,-1,Lead,Flash,Trad,,150,2100
2024-02-04,"Grand Central",5.9,,https://www.mountainproject.com/route/105804932/grand-central,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.1,-1,Follow,,Trad,,160,2400
2024-02-04,"Inverted Layback",5.9,,https://www.mountainproject.com/route/105804922/inverted-layback,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.2,-1,Lead,Onsight,Trad,,140,2400
2024-01-27,"Rachel's Crack",5.8-,,https://www.mountainproject.com/route/108425035/rachels-crack,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",3.1,-1,TR,,"Trad, TR",,90,2000
2024-01-27,"The Contortionist",5.9+,,https://www.mountainproject.com/route/108461984/the-contortionist,1,"New York > Powerlinez > s. Books Tier > 6. The Good Book",2.3,-1,Lead,Fell/Hung,"Sport, TR",,,2500
2024-01-27,"The Sins of the Son",5.10b,,https://www.mountainproject.com/route/108831115/the-sins-of-the-son,1,"New York > Powerlinez > s. Books Tier > 6. The Good Book",3.4,-1,Lead,,"Sport, TR",,60,2900
2024-01-27,"Harpoon Me",5.9,,https://www.mountainproject.com/route/108191647/harpoon-me,2,"New York > Powerlinez > s. Books Tier > 6. The Good Book",2.9,3,TR,,"Trad, TR",,,2400
2024-01-27,Whalehunter,5.9,,https://www.mountainproject.com/route/108191636/whalehunter,1,"New York > Powerlinez > s. Books Tier > 6. The Good Book",3.0,-1,TR,,"Trad, TR",,,2400
2024-01-21,"Frozen Apples",WI3+,,https://www.mountainproject.com/route/121999099/frozen-apples,2,"New York > Catskills (Ice) > Platte Clove > Dark Side - Lower Tier",2.0,-1,TR,,"Trad, Ice",,70,32250
2024-01-21,"Gold Leader",WI3+,,https://www.mountainproject.com/route/123619461/gold-leader,6,"New York > Catskills (Ice) > Platte Clove > Dark Side - Lower Tier",2.0,-1,TR,,Ice,,50,32250
2024-01-11,"The Rib",5.3,"Speedy climbing",https://www.mountainproject.com/route/106411652/the-rib,2,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > i. Triumverate Wall",3.1,-1,Lead,,Trad,,200,1300
2024-01-11,"Double Overhang",5.8,,https://www.mountainproject.com/route/106717867/double-overhang,2,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > l. Double Overhang Area",3.1,-1,Follow,,Trad,,160,2100
2024-01-11,"Class Four Ramp",5.1,,https://www.mountainproject.com/route/115789315/class-four-ramp,1,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > f. Class Four Ramp Area",1.4,2,Solo,,Trad,,160,1100
2024-01-11,"Black Wall Route","5.7 PG13",,https://www.mountainproject.com/route/106412892/black-wall-route,3,"New Jersey > a. NorthWest > Delaware Water Gap NRA > Mt.Tammany > h. The Black Wall",2.7,-1,Lead,Onsight,Trad,,,1800
2023-12-30,Bunny,5.5,,https://www.mountainproject.com/route/105888225/bunny,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.6,-1,Lead,Flash,Trad,,100,1500
2023-12-30,"Dirty Chimney",5.1,,https://www.mountainproject.com/route/106511488/dirty-chimney,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",1.5,-1,Lead,Onsight,Trad,,60,1100
2023-12-30,Horseman,5.5,,https://www.mountainproject.com/route/105799721/horseman,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.5,-1,Lead,,Trad,,120,1500
2023-12-26,"Gut Truck",5.10a,,https://www.mountainproject.com/route/113324551/gut-truck,1,"New York > Powerlinez > f. Yankee Ramparts > 8. Alexander Hamilton",2.9,3,Lead,Redpoint,"Trad, TR",,30,2600
2023-12-26,"Immelman Direct","5.10+ R","Hard Boulder & heady finish ",https://www.mountainproject.com/route/115355710/immelman-direct,1,"New York > Powerlinez > h. Revolutionary Ramparts > 4. Immelman",3.0,-1,Follow,,"Trad, TR",,55,3300
2023-12-26,"Back to the Wall","5.8 PG13","Jam it!",https://www.mountainproject.com/route/108828049/back-to-the-wall,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.7,-1,TR,,"Trad, TR",,60,2100
2023-12-26,"Rachel's Crack",5.8-,,https://www.mountainproject.com/route/108425035/rachels-crack,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",3.1,-1,Lead,,"Trad, TR",,90,2000
2023-12-26,"Back to the Wall","5.8 PG13","French free upper crux",https://www.mountainproject.com/route/108828049/back-to-the-wall,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.7,-1,Lead,Fell/Hung,"Trad, TR",,60,2100
2023-12-26,"Roofy Direct",5.10a,,https://www.mountainproject.com/route/110476038/roofy-direct,1,"New York > Powerlinez > k. Tower Wall area > 4. Dave's Wall",3.1,-1,Lead,Redpoint,"Trad, TR",,45,2600
2023-12-22,"Rachel's Crack",5.8-,,https://www.mountainproject.com/route/108425035/rachels-crack,3,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",3.1,-1,TR,,"Trad, TR",,90,2000
2023-12-22,"Thread the Gap","5.9 R",,https://www.mountainproject.com/route/110475216/thread-the-gap,2,"New York > Powerlinez > k. Tower Wall area > 4. Dave's Wall",2.3,-1,TR,,"Trad, TR",,50,2400
2023-12-22,"Hot Porridge","5.6 R",,https://www.mountainproject.com/route/120496786/hot-porridge,2,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.4,-1,TR,,"Trad, TR",,85,1600
2023-12-22,"Roofy Direct",5.10a,"Trs. Roofy direct &”indirect”",https://www.mountainproject.com/route/110476038/roofy-direct,5,"New York > Powerlinez > k. Tower Wall area > 4. Dave's Wall",3.1,-1,TR,,"Trad, TR",,45,2600
2023-12-21,Goldilocks,"5.5 PG13","TRS, couple greens and purples",https://www.mountainproject.com/route/108831255/goldilocks,2,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.4,-1,TR,,"Trad, TR",,85,1500
2023-12-20,Superfortress,V3,,https://www.mountainproject.com/route/112409543/superfortress,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Strategic Air Command",2.6,-1,Send,,Boulder,,15,20300
2023-12-20,"Kata #4",V3,,https://www.mountainproject.com/route/119478118/kata-4,1,"New York > Powerlinez > * Powerlinez Bouldering > Rock Dojo > Fern Cliff",3.2,-1,Send,,Boulder,,8,20300
2023-12-20,"Crotalus Horridus",V4,,https://www.mountainproject.com/route/122613008/crotalus-horridus,1,"New York > Powerlinez > * Powerlinez Bouldering > Rock Dojo > God Jam",2.5,-1,Send,,Boulder,,,20400
2023-12-20,"Top Shelf",V3,,https://www.mountainproject.com/route/113563997/top-shelf,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.7,-1,Send,,Boulder,,,20300
2023-12-20,"Top Shelf Traverse",V3,,https://www.mountainproject.com/route/112409589/top-shelf-traverse,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.6,-1,Send,,Boulder,,15,20300
2023-12-20,"Top Shelf Dyno",V3-4,,https://www.mountainproject.com/route/122030217/top-shelf-dyno,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.3,-1,Send,,Boulder,,8,20350
2023-12-20,Ekans,V0,,https://www.mountainproject.com/route/119807776/ekans,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",1.4,-1,Send,,Boulder,,10,20008
2023-12-20,Arbok,V2,,https://www.mountainproject.com/route/119473731/arbok,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.2,-1,Send,,Boulder,,,20200
2023-12-16,Ribs,5.4,P1,https://www.mountainproject.com/route/105811994/ribs,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.2,-1,TR,,Trad,,130,1400
2023-12-16,Calisthenic,"5.7 PG13",P3,https://www.mountainproject.com/route/106134457/calisthenic,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.0,-1,Lead,Onsight,Trad,,225,1800
2023-12-16,Ribs,5.4,,https://www.mountainproject.com/route/105811994/ribs,2,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.2,-1,Lead,,Trad,,130,1400
2023-12-16,"Ribless (a.k.a. Spare Ribs)",5.6,,https://www.mountainproject.com/route/105902104/ribless-aka-spare-ribs,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.1,-1,Lead,,"Trad, TR",,80,1600
2023-12-16,"Wick's Banana",5.9,,https://www.mountainproject.com/route/106589851/wicks-banana,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.6,-1,TR,,Trad,,150,2400
2023-12-16,"Drunkard's Delight","5.8- PG13","Follow p2, Lead p3(5.4)",https://www.mountainproject.com/route/105897523/drunkards-delight,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.0,-1,Lead,,Trad,,180,2000
2023-12-16,"Morning After","5.8 PG13","W/ p2 of drunkars",https://www.mountainproject.com/route/106444616/morning-after,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.6,-1,Follow,,Trad,,,2100
2023-12-15,"62% Chance of Gorbachev",V5,,https://www.mountainproject.com/route/116165433/62-chance-of-gorbachev,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Right",2.8,-1,Send,,Boulder,,,20500
2023-12-15,"Top Shelf",V3,"Lh flake, lf heel hook",https://www.mountainproject.com/route/113563997/top-shelf,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.7,-1,Send,,Boulder,,,20300
2023-12-15,"Top Shelf Traverse",V3,,https://www.mountainproject.com/route/112409589/top-shelf-traverse,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Snake Hole Left",2.6,-1,Send,,Boulder,,15,20300
2023-12-15,Arrowhead,5.10a,,https://www.mountainproject.com/route/111279569/arrowhead,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.7,-1,TR,,"Trad, TR",,60,2600
2023-12-15,"Johnson Route",5.7+,,https://www.mountainproject.com/route/108425177/johnson-route,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.9,-1,TR,,"Trad, TR",,90,1900
2023-12-15,"Rachel's Crack",5.8-,,https://www.mountainproject.com/route/108425035/rachels-crack,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",3.1,-1,TR,,"Trad, TR",,90,2000
2023-12-09,Katana,V1,,https://www.mountainproject.com/route/125455977/katana,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Kung Fu Slab",1.5,2,Send,,Boulder,V1,12,20100
2023-12-09,Slabasaurus,V4-,Static,https://www.mountainproject.com/route/113574039/slabasaurus,1,"New York > Powerlinez > * Powerlinez Bouldering > Monsoon / Swamp > Slabasaurus Boulder",3.5,-1,Send,,Boulder,,,20370
2023-12-09,Moksha,V0,,https://www.mountainproject.com/route/124960004/moksha,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Kung Fu Slab",1.0,-1,Send,,Boulder,,10,20008
2023-12-09,"Suwatte Kamasu ""Sit Barracuda""",V2,,https://www.mountainproject.com/route/123469833/suwatte-kamasu-sit-barracuda,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Kung Fu Slab",2.0,-1,,,Boulder,,,20200
2023-12-09,"Enter the Dragon",V4,,https://www.mountainproject.com/route/118791347/enter-the-dragon,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Kung Fu Slab",2.9,-1,Send,,Boulder,,20,20400
2023-12-09,"Ong Bak",V3,,https://www.mountainproject.com/route/123382676/ong-bak,1,"New York > Powerlinez > * Powerlinez Bouldering > The Loop > Kung Fu Slab",2.6,-1,Send,,Boulder,,15,20300
2023-12-09,"Ex-traction Slab",5.7+,,https://www.mountainproject.com/route/110746373/ex-traction-slab,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.4,-1,Lead,,TR,,80,1900
2023-12-09,"Ogre Arete",5.9,,https://www.mountainproject.com/route/108425190/ogre-arete,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.6,-1,Lead,,"Trad, TR",,90,2400
2023-12-09,"No Rest for the Wicked",5.9+,,https://www.mountainproject.com/route/108425100/no-rest-for-the-wicked,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",3.1,-1,Lead,,"Trad, TR",,90,2500
2023-12-05,"Great Red Book",5.8,"Party of 3, j&lb. Gotta link em one day and simul the last bit",https://www.mountainproject.com/route/105732647/great-red-book,2,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",3.4,-1,Lead,Flash,Trad,,250,2100
2023-12-05,"Reservations Required",5.10a,"Lead 10a pitch, follow 2+3 linked up (just under 70m)",https://www.mountainproject.com/route/119858268/reservations-required,3,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",2.6,-1,Lead,Flash,Sport,,250,2600
2023-12-05,"Collaborative Overlap",5.9+,"First 2",https://www.mountainproject.com/route/120354177/collaborative-overlap,2,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",2.7,-1,Follow,,Sport,,260,2500
2023-12-05,"Cognitive Overload",5.10a/b,,https://www.mountainproject.com/route/120354298/cognitive-overload,2,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",2.9,-1,Lead,Flash,Sport,5.10a,120,2800
2023-12-04,"Great Red Book",5.8,"P1 bailed because of time",https://www.mountainproject.com/route/105732647/great-red-book,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",3.4,-1,Lead,Flash,Trad,,250,2100
2023-12-03,"Coco Puffs",5.9,,https://www.mountainproject.com/route/106798768/coco-puffs,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag",2.4,-1,Lead,Flash,Trad,,90,2400
2023-12-03,"Adventure Guppies",5.8+,,https://www.mountainproject.com/route/106776797/adventure-guppies,2,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag",2.3,-1,Follow,,Sport,,125,2200
2023-12-03,"Pleasure Dog (aka It's a Bitch)",5.10b,,https://www.mountainproject.com/route/105880562/pleasure-dog-aka-its-a-bitch,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Dog Wall",2.5,-1,Lead,Flash,Sport,,50,2900
2023-12-03,"Doggy Style",5.8,,https://www.mountainproject.com/route/107404708/doggy-style,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Dog Wall",2.0,-1,Lead,Flash,Trad,,,2100
2023-12-02,"Mac and Ronnie in Cheese",5.9+,,https://www.mountainproject.com/route/105944541/mac-and-ronnie-in-cheese,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.2,-1,Lead,Flash,Sport,,50,2500
2023-12-02,"What's Eating You",5.10a,,https://www.mountainproject.com/route/105944650/whats-eating-you,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.3,-1,Lead,Flash,Sport,,60,2600
2023-12-02,"Caustic Cock",5.11b,,https://www.mountainproject.com/route/105820098/caustic-cock,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",3.4,-1,TR,,Sport,,40,4900
2023-12-02,"You Are What You Eat",5.4,,https://www.mountainproject.com/route/105732965/you-are-what-you-eat,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",1.9,3,Lead,,Trad,,60,1400
2023-12-02,Caliban,"5.8+ R",,https://www.mountainproject.com/route/105732962/caliban,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",1.5,2,,,Sport,,60,2200
2023-12-02,"Front Side Crack","5.8 V0 R","Night send",https://www.mountainproject.com/route/106617793/front-side-crack,1,"Nevada > Southern Nevada > Red Rock Boulders > (01) Calico Basin Boulders > Kraft Boulders > (03) Main Area > The Split Boulder",3.7,-1,Send,,Boulder,,25,2100
2023-11-18,"Standard (West Fins)",5.3,,https://www.mountainproject.com/route/106674255/standard-west-fins,1,"Utah > Southeast Utah > Arches National Park > Elephant Butte",3.5,-1,Solo,,Trad,,1100,1300
2023-11-18,"West Crack",5.8,,https://www.mountainproject.com/route/105717448/west-crack,1,"Utah > Southeast Utah > Arches National Park > Owl Rock",3.0,4,Lead,Flash,Trad,,100,2100
2023-11-18,"West Chimney",5.6,,https://www.mountainproject.com/route/105718453/west-chimney,1,"Utah > Southeast Utah > Arches National Park > Bullwinkle Tower",2.0,-1,Follow,,Trad,,60,1600
2023-11-17,Tachycardia,5.7,"Led p3 w/ y",https://www.mountainproject.com/route/107669530/tachycardia,3,"Utah > Central Utah > Maple Canyon > Maple Canyon Road > Heart Rock Area > Heart Rock",3.6,-1,Lead,,Sport,,300,1800
2023-11-11,Sixish,5.5,,https://www.mountainproject.com/route/105968658/sixish,3,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.0,-1,Lead,Flash,Trad,,200,1500
2023-11-11,Maria,5.6,"Sundown chimney to gt ledge",https://www.mountainproject.com/route/105799774/maria,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.2,-1,Lead,Flash,Trad,,220,1600
2023-11-11,"Frog's Head",5.6,,https://www.mountainproject.com/route/105799771/frogs-head,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.1,-1,Lead,Flash,Trad,,160,1600
2023-10-31,"Any Which Way But Down/Ex-traction","5.8 PG13","finish on risky bear dihedral",https://www.mountainproject.com/route/108828085/any-which-way-but-downex-traction,3,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",1.8,-1,TR,,"Trad, TR",,60,2100
2023-10-31,"Ex-traction Slab",5.7+,,https://www.mountainproject.com/route/110746373/ex-traction-slab,1,"New York > Powerlinez > k. Tower Wall area > 6. The Tower Wall",2.4,-1,TR,,TR,,80,1900
2023-10-31,"Risky Bear",5.6,TRS,https://www.mountainproject.com/route/108524408/risky-bear,2,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.0,-1,TR,,"Trad, TR",,95,1600
2023-10-31,"Papa Bear",5.4,"TRS ",https://www.mountainproject.com/route/108425148/papa-bear,6,"New York > Powerlinez > k. Tower Wall area > 5. Three Bears Wall",2.3,-1,TR,,"Trad, TR",,85,1400
2023-10-26,"Lito and the Swan","5.9+ PG13",,https://www.mountainproject.com/route/106089957/lito-and-the-swan,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",2.7,-1,Follow,,Trad,,150,2500
2023-10-26,"Cool Hand Dukes",5.8,"Link w sleepwalk. Great combo!",https://www.mountainproject.com/route/109700137/cool-hand-dukes,1,"New York > The Gunks > The Trapps > i. High E",2.7,-1,Lead,Onsight,Trad,,85,2100
2023-10-26,Sleepwalk,5.7,,https://www.mountainproject.com/route/106010504/sleepwalk,1,"New York > The Gunks > The Trapps > i. High E",2.1,-1,Lead,Onsight,Trad,,80,1800
2023-10-26,"Obstacle Delusion","5.9+ PG13",,https://www.mountainproject.com/route/106148500/obstacle-delusion,2,"New York > The Gunks > The Trapps > i. High E",3.0,-1,Follow,,Trad,,130,2500
2023-10-26,"Modern Times",5.8+,,https://www.mountainproject.com/route/105799085/modern-times,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.7,-1,Lead,Flash,Trad,,250,2200
2023-10-22,"Black Smile",5.10,"used the jug rail at the top",https://www.mountainproject.com/route/122206189/black-smile,1,"New York > Powerlinez > h. Revolutionary Ramparts > 8. Navy Patrol",3.5,-1,TR,,TR,,25,3000
2023-10-22,"Billy Get Your Guns","5.8+ PG13",,https://www.mountainproject.com/route/109335383/billy-get-your-guns,1,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",2.6,-1,Lead,Flash,"Trad, TR",,40,2200
2023-10-22,"Testicular Trauma",5.7,,https://www.mountainproject.com/route/109340549/testicular-trauma,1,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",2.2,-1,Lead,Onsight,"Trad, TR",,35,1800
2023-10-22,Fafnir,5.7,,https://www.mountainproject.com/route/109340708/fafnir,2,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",1.7,-1,TR,,"Trad, TR",,25,1800
2023-10-22,"Shit Load of Chips","5.9 PG13",,https://www.mountainproject.com/route/109340695/shit-load-of-chips,1,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",1.5,-1,TR,,"Trad, TR",,30,2400
2023-10-22,"Dragon's Belly","5.7 PG13",,https://www.mountainproject.com/route/109340677/dragons-belly,1,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",2.3,-1,TR,,"Trad, TR",,30,1800
2023-10-22,"Dragon's Belly","5.7 PG13",,https://www.mountainproject.com/route/109340677/dragons-belly,1,"New York > Powerlinez > h. Revolutionary Ramparts > 9. Basilisk",2.3,-1,Lead,Flash,"Trad, TR",,30,1800
2023-10-19,P&H,5.7,"Spooky top out",https://www.mountainproject.com/route/106318042/ph,1,"Connecticut > Eastern Coastal Slope > Chatfield Hollow Main Wall",2.2,-1,Lead,Flash,Trad,,40,1800
2023-10-19,Edgy,5.5,,https://www.mountainproject.com/route/112296450/edgy,1,"Connecticut > Eastern Coastal Slope > Chatfield Hollow Main Wall",2.1,-1,Lead,Onsight,"Trad, TR",,70,1500
2023-10-19,"Super Slab",5.5,,https://www.mountainproject.com/route/106077516/super-slab,1,"Connecticut > Eastern Coastal Slope > Chatfield Hollow Main Wall",2.5,-1,Lead,Flash,"Trad, TR",,70,1500
2023-10-19,"We Don't Toprope",5.6,,https://www.mountainproject.com/route/106978077/we-dont-toprope,1,"Connecticut > Eastern Coastal Slope > Chatfield Hollow Main Wall",2.0,-1,Lead,Flash,Trad,,50,1600
2023-10-19,"Twilight Singer",5.10b/c,,https://www.mountainproject.com/route/109604345/twilight-singer,1,"Connecticut > Eastern Coastal Slope > Chatfield Hollow Main Wall",2.0,-1,Follow,,Trad,,35,3100
2023-10-15,"Middle Earth",5.6,"Led P3",https://www.mountainproject.com/route/105815029/middle-earth,3,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.8,-1,Lead,Onsight,Trad,,250,1600
2023-10-15,"Commando Rave","5.9+ PG13",,https://www.mountainproject.com/route/105920916/commando-rave,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.5,3,Lead,Flash,Trad,,80,2500
2023-10-15,V-3,5.7,"Led p1 & p3 (5.8)",https://www.mountainproject.com/route/105799785/v-3,3,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Lead,Onsight,Trad,,250,1800
2023-10-12,"Snooky's Return",5.8,,https://www.mountainproject.com/route/106018730/snookys-return,1,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.1,-1,TR,,Trad,,,2100
2023-10-12,"Sort of Damocles","5.8 R","“Stick clipped” R start",https://www.mountainproject.com/route/122963002/sort-of-damocles,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",1.7,2,Lead,Flash,Trad,,100,2100
2023-10-12,"Gory Thumb","5.9 PG13",,https://www.mountainproject.com/route/106146808/gory-thumb,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.4,-1,Follow,,Trad,,200,2400
2023-10-12,"Friends and Lovers","5.9 PG13","First fall. WC #4 nut is bomb",https://www.mountainproject.com/route/105821477/friends-and-lovers,1,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",2.7,3,Lead,Fell/Hung,Trad,,80,2400
2023-10-12,"Welcome to the Gunks","5.10b PG13",Clean,https://www.mountainproject.com/route/105799065/welcome-to-the-gunks,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.8,-1,TR,,Trad,,95,2900
2023-10-11,"Cascading Crystal Kaleidoscope (CCK)","5.8 PG13",,https://www.mountainproject.com/route/105801065/cascading-crystal-kaleidoscope-cck,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.8,-1,Lead,Flash,Trad,,250,2100
2023-10-11,"The Ceiling",5.6,,https://www.mountainproject.com/route/105799687/the-ceiling,3,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.5,-1,Lead,Flash,Trad,,275,1600
2023-10-08,"Mr. Toast",5.10a,,https://www.mountainproject.com/route/123112615/mr-toast,1,"New York > The Gunks > Peterskill > z.. Dickie Barre (upper PK cliff) > c. The Clamshell Wall",1.5,-1,TR,,Trad,,60,2600
2023-10-08,Dirt-issima,5.6,,https://www.mountainproject.com/route/121369972/dirt-issima,1,"New York > The Gunks > Peterskill > z.. Dickie Barre (upper PK cliff) > c. The Clamshell Wall",2.0,-1,TR,,"Trad, TR",,,1600
2023-10-08,"Bolt Line",5.8,"Stick clip",https://www.mountainproject.com/route/112142199/bolt-line,1,"New York > The Gunks > Peterskill > z.. Dickie Barre (upper PK cliff) > c. The Clamshell Wall",3.2,-1,Lead,Flash,"Trad, TR",,80,2100
2023-10-08,"Don't Tease Me Bro",5.8,,https://www.mountainproject.com/route/110994396/dont-tease-me-bro,2,"New York > The Gunks > Peterskill > z.. Dickie Barre (upper PK cliff) > a. The Bullwheel Faces",2.2,-1,TR,,TR,,30,2100
2023-10-08,"Mantle Peace",5.9,"Mantle with right hand high sidepull. Tried to lead but bailed. ",https://www.mountainproject.com/route/110994297/mantle-peace,2,"New York > The Gunks > Peterskill > z.. Dickie Barre (upper PK cliff) > a. The Bullwheel Faces",2.3,-1,TR,,TR,,30,2400
2023-10-03,"BB Route",5.8+,,https://www.mountainproject.com/route/106134040/bb-route,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.4,-1,Lead,Onsight,Trad,,60,2200
2023-10-03,"CC Route",5.7,,https://www.mountainproject.com/route/106176598/cc-route,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.3,-1,TR,,Trad,,60,1800
2023-10-03,Boldina,5.7,,https://www.mountainproject.com/route/119280330/boldina,2,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",2.7,-1,Follow,,Trad,,80,1800
2023-10-03,Bold-Ville,5.8,,https://www.mountainproject.com/route/105806624/bold-ville,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.1,-1,Follow,,Trad,,180,2100
2023-10-03,"The Winter",5.10+,"Fell at bottom crux",https://www.mountainproject.com/route/106238729/the-winter,2,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.3,-1,TR,,Trad,,175,3300
2023-10-03,"The Spring (P1)",5.9,"5.9 variation on p2",https://www.mountainproject.com/route/106018746/the-spring-p1,2,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.0,-1,Follow,,Trad,,,2400
2023-09-21,"Ants' Line",5.9,,https://www.mountainproject.com/route/105803260/ants-line,1,"New York > The Gunks > The Trapps > i. High E",3.6,4,Lead,Onsight,Trad,,80,2400
2023-09-21,"Airy Aria",5.8,"p1+al led p2",https://www.mountainproject.com/route/105806589/airy-aria,2,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.0,-1,Lead,Flash,Trad,,180,2100
